text,intent,domain,intent_name,domain_name
i would like to compare insurance plan options,114,7,insurance_change,work
i need a new house insurance plan,114,7,insurance_change,work
i want to get a new car insurance plan,114,7,insurance_change,work
i need new health insurance,114,7,insurance_change,work
i want a new policy with long term care insurance,114,7,insurance_change,work
i want a new motorcycle insurance plan,114,7,insurance_change,work
how do i adjust my insurance policy,114,7,insurance_change,work
my insurance policy needs to be adjusted,114,7,insurance_change,work
i am in need of a switch to my insurance plan,114,7,insurance_change,work
walk me through on how to change my insurance,114,7,insurance_change,work
i wish to request a change in insurance plans,114,7,insurance_change,work
i would like to alter my insurance plan,114,7,insurance_change,work
i need to know how to change my insurance,114,7,insurance_change,work
i want to switch my insurance coverage,114,7,insurance_change,work
help me change my insurance,114,7,insurance_change,work
how do i replace my insurance,114,7,insurance_change,work
i need help finding my mobile phone,93,6,find_phone,utility
help me figure out where my cell phone is,93,6,find_phone,utility
give me a hand finding my mobile device,93,6,find_phone,utility
i ca n't find my cell and need help locating it,93,6,find_phone,utility
can you help me find my cell,93,6,find_phone,utility
"help , i cannot find my phone",93,6,find_phone,utility
i ca n't seem to find my phone,93,6,find_phone,utility
are you able to track a phone,93,6,find_phone,utility
my phone cannot be found,93,6,find_phone,utility
i have misplaced my phone,93,6,find_phone,utility
i do n't know where i left my phone,93,6,find_phone,utility
i left my phone somewhere,93,6,find_phone,utility
i am looking for my phone,93,6,find_phone,utility
i need you to find my phone,93,6,find_phone,utility
please locate my phone,93,6,find_phone,utility
can you help me find my lost phone,93,6,find_phone,utility
i need help figuring out where my phone is,93,6,find_phone,utility
please help me figure out where my lost phone is,93,6,find_phone,utility
"please help me find my phone , because i lost it",93,6,find_phone,utility
"i lost my phone , can you help me find it",93,6,find_phone,utility
who has seen my cellphone,93,6,find_phone,utility
have you seen my cellphone,93,6,find_phone,utility
can you find my cellphone,93,6,find_phone,utility
find my cellphone,93,6,find_phone,utility
please help me find my phone,93,6,find_phone,utility
where my phone,93,6,find_phone,utility
where was the last place i had my phone,93,6,find_phone,utility
can you find my iphone,93,6,find_phone,utility
i ca n't find my phone,93,6,find_phone,utility
"call my phone , i ca n't find it",93,6,find_phone,utility
can you find my lost phone,93,6,find_phone,utility
do you know where my phone is,93,6,find_phone,utility
can you help me find my cellphone,93,6,find_phone,utility
can you call my cellphone,93,6,find_phone,utility
my phone is lost can you help me find it,93,6,find_phone,utility
where is my phone,93,6,find_phone,utility
ai can you help me find my phone,93,6,find_phone,utility
"ai , i lost my phone , help me find it please",93,6,find_phone,utility
"ai , please help me find my phone",93,6,find_phone,utility
ai locate my phone,93,6,find_phone,utility
ai find my phone,93,6,find_phone,utility
how can i find my phone,93,6,find_phone,utility
"my phone is lost , can you help with that",93,6,find_phone,utility
i need to locate my phone,93,6,find_phone,utility
find out where my phone is,93,6,find_phone,utility
help me find my phone,93,6,find_phone,utility
locate my phone please,93,6,find_phone,utility
what is the location of my phone,93,6,find_phone,utility
my phone is currently lost,93,6,find_phone,utility
i do n't remember where my phone is,93,6,find_phone,utility
locate my phone for me,93,6,find_phone,utility
the location of my phone is unknown to me,93,6,find_phone,utility
find my phone,93,6,find_phone,utility
i need to find my phone,93,6,find_phone,utility
please aid in my searching for my lost phone,93,6,find_phone,utility
please help me locate my phone,93,6,find_phone,utility
where did i last place my phone,93,6,find_phone,utility
can you assist me in locating my phone,93,6,find_phone,utility
is my phone in the house,93,6,find_phone,utility
i lost my phone and need help retrieving it,93,6,find_phone,utility
help me search for my phone,93,6,find_phone,utility
misplaced my phone,93,6,find_phone,utility
can you help locate my phone,93,6,find_phone,utility
"i need my phone , but ca n't find it",93,6,find_phone,utility
i lost my phone and need assistance,93,6,find_phone,utility
i do n't know where my phone is,93,6,find_phone,utility
i ca n't find my phone do you know where it is,93,6,find_phone,utility
please tell me where my phone is,93,6,find_phone,utility
can you help me find my phone,93,6,find_phone,utility
do you know where my phone is located now,93,6,find_phone,utility
can you track the location of my phone,93,6,find_phone,utility
where can i find my phone,93,6,find_phone,utility
can you locate my phone,93,6,find_phone,utility
do you know where i left my phone,93,6,find_phone,utility
where is my phone now,93,6,find_phone,utility
"alexa , tell me the location of my phone",93,6,find_phone,utility
"siri , where is my iphone",93,6,find_phone,utility
"siri , tell me where my iphone is",93,6,find_phone,utility
"siri , find my iphone",93,6,find_phone,utility
help me locate my phone,93,6,find_phone,utility
you need to help me find my cellphone,93,6,find_phone,utility
help me find my cellphone,93,6,find_phone,utility
please help me find my cellphone,93,6,find_phone,utility
where did i put my phone,93,6,find_phone,utility
tell me where my phone is,93,6,find_phone,utility
please find my phone,93,6,find_phone,utility
locate my phone,93,6,find_phone,utility
i would like some help finding my phone,93,6,find_phone,utility
i need to know where my phone is,93,6,find_phone,utility
i seemed to misplaced my phone,93,6,find_phone,utility
i lost my phone,93,6,find_phone,utility
i need some help finding my phone,93,6,find_phone,utility
can you locate my phone for me,93,6,find_phone,utility
i do n't know where i put my phone,93,6,find_phone,utility
help find my phone,93,6,find_phone,utility
i would like to know where my phone is,93,6,find_phone,utility
i 'd like help finding my fon,93,6,find_phone,utility
i ca n't locate my phone,93,6,find_phone,utility
can you tell me where i left my phone,93,6,find_phone,utility
can you please locate my phone,93,6,find_phone,utility
does ireland have any travel alerts i should be aware of,79,5,travel_alert,travel
does north korea have any travel alerts i should be aware of,79,5,travel_alert,travel
are there any travel alerts for russia,79,5,travel_alert,travel
does spain have any travel alerts i should be aware of,79,5,travel_alert,travel
are there any travel alerts for north korea,79,5,travel_alert,travel
does macedonia have any travel alerts i should be aware of,79,5,travel_alert,travel
are there any travel alerts for syria,79,5,travel_alert,travel
are there any travel alerts for ukraine,79,5,travel_alert,travel
does myanmar have any travel alerts i should be aware of,79,5,travel_alert,travel
are there any travel alerts for china,79,5,travel_alert,travel
is there a travel alert for russia,79,5,travel_alert,travel
is there a travel alert for scotland,79,5,travel_alert,travel
does russia have any travel alerts i should be aware of,79,5,travel_alert,travel
is it safe to travel to iceland,79,5,travel_alert,travel
is it safe to travel to russia,79,5,travel_alert,travel
does italy have any travel alerts i should be aware of,79,5,travel_alert,travel
does germany have any travel alerts i should be aware of,79,5,travel_alert,travel
is there a travel alert for north korea,79,5,travel_alert,travel
does china have any travel alerts i should be aware of,79,5,travel_alert,travel
is there a travel alert for canada,79,5,travel_alert,travel
is it safe to travel to norway,79,5,travel_alert,travel
is it safe to travel to bermuda,79,5,travel_alert,travel
is it safe to travel to argentina,79,5,travel_alert,travel
does finland have any travel alerts i should be aware of,79,5,travel_alert,travel
is there a travel alert for spain,79,5,travel_alert,travel
have there been any travel alerts issued for france,79,5,travel_alert,travel
tell me about any travel alerts issued for germany,79,5,travel_alert,travel
